Sample,k,Longitude,Latitude,bio2,bio7,bio8,bio11,bio18,bio19,AWC,CEC,PH,toN,wind_flower,vapr,srad,srad_leaf
CCH00,k0,98.85,28.48333333,10.701000213623,25.6360015869141,12.4320001602173,-1.58400011062622,326,38,159,13,5.90000009536743,1.33000004291534,2.6973332564036068,0.6391666680574416,14429.25,15526.57142857143
CCQ1-1,k3,107.2885758,28.92299051,6.52499961853027,26.8999996185303,19.4500007629395,2.91466665267944,516,74,144,18,5.19999980926514,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-2,k3,107.2885758,28.92299051,6.52499961853027,26.8999996185303,19.4500007629395,2.91466665267944,516,74,144,18,5.19999980926514,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-3,k3,107.2885758,28.92299051,6.52499961853027,26.8999996185303,19.4500007629395,2.91466665267944,516,74,144,18,5.19999980926514,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ1-4,k3,107.2885758,28.92299051,6.52499961853027,26.8999996185303,19.4500007629395,2.91466665267944,516,74,144,18,5.19999980926514,2.3199999332428,2.27999997138977,1.2777666648228965,12056.333333333334,14922.857142857143
CCQ2-1,k3,108.7289225,32.05269607,8.05799961090088,29.4440002441406,18.2553329467773,-0.33666667342186,470,51,159,13,5.90000009536743,1.33000004291534,2.59599995613098,1.0128666758537297,12897.25,15789.857142857143
CCQ2-2,k3,108.7289225,32.05269607,8.05799961090088,29.4440002441406,18.2553329467773,-0.33666667342186,470,51,159,13,5.90000009536743,1.33000004291534,2.59599995613098,1.0128666758537297,12897.25,15789.857142857143
CCQ3-1,k1,108.8156972,32.00807778,8.09433364868164,29.2560005187988,17.3713340759277,-1.10533332824707,479,54,159,13,5.90000009536743,1.33000004291534,2.730666637420653,0.971233320732912,12867.75,15753.857142857143
CCQ3-2,k3,108.8156972,32.00807778,8.09433364868164,29.2560005187988,17.3713340759277,-1.10533332824707,479,54,159,13,5.90000009536743,1.33000004291534,2.730666637420653,0.971233320732912,12867.75,15753.857142857143
CGS1-1,k1,105.8244809,33.23985745,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,159,13,5.90000009536743,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-2,k1,105.8244809,33.23985745,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,159,13,5.90000009536743,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-3,k1,105.8244809,33.23985745,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,159,13,5.90000009536743,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-4,k1,105.8244809,33.23985745,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,159,13,5.90000009536743,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-5,k1,105.8244809,33.23985745,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,159,13,5.90000009536743,1.33000004291534,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS1-6,k1,105.8250509,33.23509693,7.63066673278809,28.2000007629395,18.9653339385986,1.23466670513153,364,18,116,15,7.0,1.37000000476837,1.9226667086283336,1.065566668907801,12894.083333333334,15585.142857142857
CGS5-1,k1,104.3469355,32.90229275,9.14799976348877,29.6959991455078,14.6700000762939,-2.73266673088074,335,19,159,13,5.90000009536743,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
CGS5-2,k1,104.3469355,32.90229275,9.14799976348877,29.6959991455078,14.6700000762939,-2.73266673088074,335,19,159,13,5.90000009536743,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
CGS5-3,k1,104.3469355,32.90229275,9.14799976348877,29.6959991455078,14.6700000762939,-2.73266673088074,335,19,159,13,5.90000009536743,1.33000004291534,2.1719999313354497,0.8295666625102359,12517.0,15057.857142857143
CGZ1-1,k3,107.2215225,28.19575698,6.94400024414062,27.2759990692139,20.8026657104492,4.18933343887329,481,60,34,24,7.69999980926514,2.49000000953674,2.0920000076293963,1.3434666693210595,12220.25,15064.142857142857
CGZ1-2,k3,107.2215225,28.19575698,6.94400024414062,27.2759990692139,20.8026657104492,4.18933343887329,481,60,34,24,7.69999980926514,2.49000000953674,2.0920000076293963,1.3434666693210595,12220.25,15064.142857142857
CGZ1-3,k3,107.2215225,28.19575698,6.94400024414062,27.2759990692139,20.8026657104492,4.18933343887329,481,60,34,24,7.69999980926514,2.49000000953674,2.0920000076293963,1.3434666693210595,12220.25,15064.142857142857
CGZ1-4,k3,107.2215225,28.19575698,6.94400024414062,27.2759990692139,20.8026657104492,4.18933343887329,481,60,34,24,7.69999980926514,2.49000000953674,2.0920000076293963,1.3434666693210595,12220.25,15064.142857142857
CGZ1-5,k3,107.2215225,28.19575698,6.94400024414062,27.2759990692139,20.8026657104492,4.18933343887329,481,60,34,24,7.69999980926514,2.49000000953674,2.0920000076293963,1.3434666693210595,12220.25,15064.142857142857
CGZ2-1,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ2-2,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ2-3,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-1,k3,107.5847542,29.10946492,6.78033351898193,27.3959999084473,20.0406665802002,3.40133333206177,517,74,41,18,6.5,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-2,k3,107.5847542,29.10946492,6.78033351898193,27.3959999084473,20.0406665802002,3.40133333206177,517,74,41,18,6.5,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-3,k3,107.5847542,29.10946492,6.78033351898193,27.3959999084473,20.0406665802002,3.40133333206177,517,74,41,18,6.5,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-4,k3,107.5842594,29.11041761,6.78033351898193,27.3959999084473,20.0406665802002,3.40133333206177,517,74,41,18,6.5,1.49000000953674,2.1653333504994734,1.3149666686852766,12163.583333333334,15062.0
CGZ3-6,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-7,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CGZ3-8,k3,107.5678235,29.0749859,6.80699968338013,27.3239994049072,19.9486656188965,3.38733339309692,519,75,163,11,5.30000019073486,1.53999996185303,2.1973333358764635,1.2937000195185344,12131.25,15022.42857142857
CHB1-1,k3,108.9628067,30.32624182,7.51133346557617,28.576000213623,20.1246662139893,3.1266667842865,576,83,159,13,5.90000009536743,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-2,k3,108.9628067,30.32624182,7.51133346557617,28.576000213623,20.1246662139893,3.1266667842865,576,83,159,13,5.90000009536743,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-3,k3,108.9628067,30.32624182,7.51133346557617,28.576000213623,20.1246662139893,3.1266667842865,576,83,159,13,5.90000009536743,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-4,k3,108.9628067,30.32624182,7.51133346557617,28.576000213623,20.1246662139893,3.1266667842865,576,83,159,13,5.90000009536743,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHB1-5,k3,108.9628067,30.32624182,7.51133346557617,28.576000213623,20.1246662139893,3.1266667842865,576,83,159,13,5.90000009536743,1.33000004291534,1.96933325131734,1.2554666548967368,12538.666666666666,15519.0
CHN1-1,k3,110.1369377,26.4415701,7.16933298110962,27.4360008239746,17.2140007019043,3.68733334541321,549,171,163,11,5.30000019073486,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CHN1-2,k3,110.1369377,26.4415701,7.16933298110962,27.4360008239746,17.2140007019043,3.68733334541321,549,171,163,11,5.30000019073486,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CHN1-3,k3,110.1369377,26.4415701,7.16933298110962,27.4360008239746,17.2140007019043,3.68733334541321,549,171,163,11,5.30000019073486,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CHN1-4,k3,110.1369377,26.4415701,7.16933298110962,27.4360008239746,17.2140007019043,3.68733334541321,549,171,163,11,5.30000019073486,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CHN1-5,k3,110.1369377,26.4415701,7.16933298110962,27.4360008239746,17.2140007019043,3.68733334541321,549,171,163,11,5.30000019073486,1.53999996185303,2.2533333301544203,1.3751666744550075,12992.5,15886.0
CSC1-1,k1,104.2036909,33.0136727,9.70666694641113,30.3199996948242,14.6999998092651,-2.63666677474976,324,14,159,13,5.90000009536743,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CSC1-4,k1,104.1854904,32.99691578,9.48499965667725,30.0200004577637,13.3500003814697,-3.87733340263367,326,15,159,13,5.90000009536743,1.33000004291534,2.4093333085378,0.7444333434104916,12737.916666666666,15178.57142857143
CSC1-5,k1,104.1984824,33.00978638,9.70666694641113,30.3199996948242,14.6999998092651,-2.63666677474976,324,14,159,13,5.90000009536743,1.33000004291534,2.226666728655496,0.7945666735370946,12758.083333333334,15213.0
CSC10-1,k3,103.9438083,32.0198325,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC10-3,k3,103.9438083,32.0198325,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC10-4,k3,103.9438083,32.0198325,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC10-5,k3,103.9453048,32.0199563,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC11-1,k3,103.9438083,32.0198325,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC11-2,k3,103.9438083,32.0198325,9.68400001525879,28.9039993286133,16.2066669464111,-0.225999996066093,392,27,144,18,5.19999980926514,2.3199999332428,2.1640000343322736,1.0949999963243795,11697.083333333334,14224.142857142857
CSC12-1,k3,103.5166667,31.46666667,10.5609998703003,29.064001083374,15.6360006332397,-0.645333349704742,363,25,165,15,8.0,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
CSC12-2,k3,103.5166667,31.46666667,10.5609998703003,29.064001083374,15.6360006332397,-0.645333349704742,363,25,165,15,8.0,1.01999998092651,2.2293333212534563,1.0121000011761982,11855.25,14243.285714285714
CSC13-1,k3,103.0451649,28.79354194,8.94899940490723,25.7200012207031,15.561333656311,0.520000040531158,508,31,159,13,5.90000009536743,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC13-2,k3,103.0451649,28.79354194,8.94899940490723,25.7200012207031,15.561333656311,0.520000040531158,508,31,159,13,5.90000009536743,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC13-3,k3,103.0451649,28.79354194,8.94899940490723,25.7200012207031,15.561333656311,0.520000040531158,508,31,159,13,5.90000009536743,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC13-4,k3,103.0451649,28.79354194,8.94899940490723,25.7200012207031,15.561333656311,0.520000040531158,508,31,159,13,5.90000009536743,1.33000004291534,2.3186666170756,0.9874666705727572,12018.333333333334,14028.42857142857
CSC13-5,k3,103.0441014,28.78690596,8.79666614532471,25.511999130249,15.4226665496826,0.436666697263718,509,31,144,18,5.19999980926514,2.3199999332428,2.333333333333333,0.982866684595744,12043.083333333334,14028.285714285714
CSC13-6,k3,103.0441014,28.78690596,8.79666614532471,25.511999130249,15.4226665496826,0.436666697263718,509,31,144,18,5.19999980926514,2.3199999332428,2.333333333333333,0.982866684595744,12043.083333333334,14028.285714285714
CSC4-1,k1,103.0441014,28.78690596,8.79666614532471,25.511999130249,15.4226665496826,0.436666697263718,509,31,144,18,5.19999980926514,2.3199999332428,2.333333333333333,0.982866684595744,12043.083333333334,14028.285714285714
CSC4-2,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC4-3,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC4-4,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC4-5,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC4-6,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC5-1,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC5-2,k1,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSC9-1,k3,103.3630472,28.35803056,8.8439998626709,26.3519992828369,17.3360004425049,1.8253333568573,486,37,159,13,5.90000009536743,1.33000004291534,2.083999951680504,1.0825666735569632,12007.083333333334,14073.42857142857
CSX2-1,k1,108.4886926,33.56179783,7.90499973297119,29.4519996643066,16.0013332366943,-2.78333330154419,362,29,159,13,5.90000009536743,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
CSX2-3,k1,108.4886926,33.56179783,7.90499973297119,29.4519996643066,16.0013332366943,-2.78333330154419,362,29,159,13,5.90000009536743,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
CSX3-1,k1,108.4886926,33.56179783,7.90499973297119,29.4519996643066,16.0013332366943,-2.78333330154419,362,29,159,13,5.90000009536743,1.33000004291534,2.6066666444142665,0.8455333312352494,13620.0,16394.714285714286
CSX5-1,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-2,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-3,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-4,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-5,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-6,k1,108.8406815,33.76786072,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CSX5-7,k1,108.8367589,33.77022765,8.2519998550415,29.9039993286133,16.42799949646,-2.48733329772949,351,27,140,18,6.19999980926514,1.9099999666214,2.649333238601684,0.8373666852712635,13796.333333333334,16550.0
CYN1-1,k0,100.1356361,26.25835278,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN1-2,k0,100.1340861,26.25771111,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN1-3,k0,100.1340861,26.25771111,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN1-4,k0,100.1340861,26.25771111,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN1-5,k0,100.1356361,26.25835278,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN1-6,k0,100.1356361,26.25835278,10.8990001678467,22.8319988250732,17.0553321838379,6.01933336257935,389,62,159,13,5.90000009536743,1.33000004291534,2.5026666323343902,1.026733341316381,14765.416666666666,15204.285714285714
CYN2-1,k0,99.969875,27.36171111,11.043999671936,24.8959999084473,14.8520002365112,1.98066675662994,362,59,159,13,5.90000009536743,1.33000004291534,2.43733334541321,0.8092333376407624,14246.916666666666,15048.714285714286
CYN2-2,k0,99.969875,27.36171111,11.043999671936,24.8959999084473,14.8520002365112,1.98066675662994,362,59,159,13,5.90000009536743,1.33000004291534,2.43733334541321,0.8092333376407624,14246.916666666666,15048.714285714286
CYN2-3,k0,99.969875,27.36171111,11.043999671936,24.8959999084473,14.8520002365112,1.98066675662994,362,59,159,13,5.90000009536743,1.33000004291534,2.43733334541321,0.8092333376407624,14246.916666666666,15048.714285714286
CYN2-4,k0,99.969875,27.36171111,11.043999671936,24.8959999084473,14.8520002365112,1.98066675662994,362,59,159,13,5.90000009536743,1.33000004291534,2.43733334541321,0.8092333376407624,14246.916666666666,15048.714285714286
CYN2-5,k0,99.969875,27.36171111,11.043999671936,24.8959999084473,14.8520002365112,1.98066675662994,362,59,159,13,5.90000009536743,1.33000004291534,2.43733334541321,0.8092333376407624,14246.916666666666,15048.714285714286
CYN4-1,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN4-2,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN4-3,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN4-4,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN4-5,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN4-6,k0,99.63051944,26.79395556,10.0450000762939,23.2959995269775,14.8640003204346,2.54066681861877,379,69,159,13,5.90000009536743,1.33000004291534,2.6239999930063864,0.881733330587546,14580.833333333334,15133.42857142857
CYN5-1,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-2,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-3,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-4,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-5,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-6,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CYN5-7,k0,100.3862278,27.27761944,11.3003330230713,25.1119995117188,15.699333190918,3.22000002861023,378,44,159,13,5.90000009536743,1.33000004291534,2.874666611353557,0.801899996896585,14243.666666666666,14995.42857142857
CZ08,k2,106.5728519,34.31670487,8.2296667098999,30.6639995574951,18.5380001068115,-0.925333380699158,311,16,165,15,8.0,1.01999998092651,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
CZ18,k3,110.3333333,30.05,7.82766675949097,28.7880001068115,17.8773326873779,0.869999945163727,621,102,159,13,5.90000009536743,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
CZ19,k3,110.3333333,30.05,7.82766675949097,28.7880001068115,17.8773326873779,0.869999945163727,621,102,159,13,5.90000009536743,1.33000004291534,2.4306666056315103,1.1042666609088576,12879.166666666666,15763.142857142857
CZ26,k3,110.0893708,29.78169134,7.30499982833862,28.568000793457,19.5100002288818,2.33599996566772,627,104,159,13,5.90000009536743,1.33000004291534,2.0919999281565334,1.216233340402445,12795.916666666666,15710.0
CZ27,k3,110.0893708,29.78169134,7.30499982833862,28.568000793457,19.5100002288818,2.33599996566772,627,104,159,13,5.90000009536743,1.33000004291534,2.0919999281565334,1.216233340402445,12795.916666666666,15710.0
CZ28,k3,110.0566667,29.75833333,7.19166660308838,28.4039993286133,19.1059989929199,1.98066663742065,627,106,41,18,6.5,1.49000000953674,2.161333243052164,1.186633331080279,12762.916666666666,15670.0
CZ29,k0,102.7189764,25.39839994,10.7323331832886,22.931999206543,17.4759998321533,6.81933307647705,514,39,159,13,5.90000009536743,1.33000004291534,2.982666651407877,1.183366691072782,14396.083333333334,15217.42857142857
CZ30,k0,102.7189764,25.39839994,10.7323331832886,22.931999206543,17.4759998321533,6.81933307647705,514,39,159,13,5.90000009536743,1.33000004291534,2.982666651407877,1.183366691072782,14396.083333333334,15217.42857142857
CZ31,k0,102.7189764,25.39839994,10.7323331832886,22.931999206543,17.4759998321533,6.81933307647705,514,39,159,13,5.90000009536743,1.33000004291534,2.982666651407877,1.183366691072782,14396.083333333334,15217.42857142857
CZ36,k0,99.05,27.8,10.2416667938232,24.6719989776611,16.492000579834,3.21933317184448,439,73,156,18,5.09999990463257,2.25,2.1226666768391933,0.905466663340728,14514.25,15323.714285714286
CZ37,k0,99.05,27.8,10.2416667938232,24.6719989776611,16.492000579834,3.21933317184448,439,73,156,18,5.09999990463257,2.25,2.1226666768391933,0.905466663340728,14514.25,15323.714285714286
CZ40,k0,98.83058612,28.47025116,10.8793334960938,25.9080009460449,16.9646663665771,2.95466661453247,471,47,165,15,8.0,1.01999998092651,1.9760000308354704,0.8620666662851965,14682.25,15578.57142857143
CZ41,k0,98.83058612,28.47025116,10.8793334960938,25.9080009460449,16.9646663665771,2.95466661453247,471,47,165,15,8.0,1.01999998092651,1.9760000308354704,0.8620666662851965,14682.25,15578.57142857143
CZ42,k0,98.83058612,28.47025116,10.8793334960938,25.9080009460449,16.9646663665771,2.95466661453247,471,47,165,15,8.0,1.01999998092651,1.9760000308354704,0.8620666662851965,14682.25,15578.57142857143
HC,k1,106.5666667,34.31666667,8.2296667098999,30.6639995574951,18.5380001068115,-0.925333380699158,311,16,165,15,8.0,1.01999998092651,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
HC01,k1,106.5778889,34.31097222,8.2296667098999,30.6639995574951,18.5380001068115,-0.925333380699158,311,16,165,17,6.90000009536743,1.0900000333786,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
HC2-1,k1,106.5778889,34.31097222,8.2296667098999,30.6639995574951,18.5380001068115,-0.925333380699158,311,16,165,17,6.90000009536743,1.0900000333786,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
HC2-2,k1,106.5778889,34.31097222,8.2296667098999,30.6639995574951,18.5380001068115,-0.925333380699158,311,16,165,17,6.90000009536743,1.0900000333786,2.2706665992736834,0.9878666649262112,14070.5,16721.714285714286
