,CC1,CC10,CC11,CC12,CC121,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC2,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC3,CC30,CC31,CC32,CC33,CC34,CC35,CC36,CC37,CC38,CC39,CC4,CC40,CC41,CC42,CC43,CC44,CC45,CC46,CC47,CC48,CC49,CC5,CC50,CC51,CC6,CC66,CC7,CC8
CC31,631786.16006731,486103.73379103,558355.429136783,631463.903268455,179929.660471625,485927.642511735,507883.719369823,337104.788818271,453562.384409537,420679.702782326,866800.285570711,577162.655014298,631612.611232751,472729.404779601,257012.190178456,247878.87438718,232699.020290328,228678.615901587,322142.764199834,229367.150522501,210493.4984462,182478.873916783,299874.064178724,550990.683797254,151000.315542538,0,564760.390493973,429357.371928568,478046.904420989,472826.925915351,389363.858828603,183794.491197623,176120.540867091,711100.653676954,550922.439693872,195708.138806438,754166.704409368,328784.066295354,623918.097378064,623992.377989003,684966.965673124,800660.87019745,506496.678234953,651161.512688337,503692.150723938,289366.870736528,504109.087012428,504111.885363723,518453.628069146,183559.636667925,541389.171083656,656918.01208499
CC32,858787.797158318,571709.362122939,505494.065013022,461810.56656019,386787.65263553,475524.21476712,419735.219861789,737307.449189316,414701.410541336,425036.443721825,413277.033717854,299386.848224301,858652.297031363,1002571.40089753,573370.834111846,643846.280883541,612092.295549727,617022.413655025,854419.148259925,749323.707335545,465165.834964176,504444.844488149,331381.478816393,727252.338926085,438191.473961744,564760.390493973,0,153280.96815633,111267.245335725,116659.611837399,196452.419997321,423958.3022286,437505.146647826,200383.774145708,727197.098000844,557689.210051323,236350.365968237,374562.21273644,217203.127211057,217395.276837909,241828.403235646,303414.770702552,287472.659452492,255001.152853823,366305.123409229,682141.029636516,366840.532521401,366844.125173438,805827.816138603,730843.253197926,958932.688725121,528184.771389874
CC33,822972.862348593,551565.244241388,519727.990093806,509497.85199978,260257.954340001,470910.089880275,431728.925335064,649523.461694901,407391.433639352,404462.713808508,549497.69483883,361861.591438336,822820.254280349,886223.910599233,489545.89302426,549791.725550084,518454.222617293,521891.269164364,735426.128347908,631926.633822314,372679.778066971,405211.678402964,258733.717720239,696969.982003997,321810.838097576,429357.371928568,153280.96815633,0,48978.2740982461,43581.1657660597,43678.7232986523,274429.418063132,287768.047987101,284424.687395388,696906.973034617,404913.564372901,327323.057926278,225085.985162017,222272.080757509,222411.054619666,276173.094946943,380114.595333826,195111.117304553,258673.359110781,261109.822953313,592240.316996961,261724.796501734,261728.922087633,751064.804796388,604689.26737084,876002.959797657,569886.16532038
CC34,851491.436928331,574400.429223609,532091.344718696,511252.639259943,307402.732182713,488459.548465974,443766.29252152,690409.879601053,424933.116884611,425902.545420192,518825.201185216,356720.531169814,851342.960048097,932956.052794285,528891.69374841,591743.651219952,560195.69182285,563975.620922086,782431.752520733,678567.115565087,413332.276899095,447650.613506492,292624.2576544,723508.082234928,367402.184670362,478046.904420989,111267.245335725,48978.2740982461,0,5697.6378753763,91765.2280365852,322775.367879212,336034.368015694,237931.899691338,723446.935270939,451148.192228257,280564.816072109,263329.29749437,188731.463320693,188891.428604424,237706.739181861,335771.032116969,196808.606252036,227046.274826411,270843.732084093,633421.089470013,271428.624216294,271432.548456501,784328.939074984,652559.831369524,916315.336451674,574102.07625689
CC35,849619.491324298,573206.35124808,532162.577152103,512544.946115674,302587.621055264,487886.357377518,443830.958646321,686751.187759586,424325.210776067,424816.517671039,523462.289254128,358683.264642885,849470.445252482,928269.408294189,525445.479484317,587903.420185324,556384.72082608,560110.19022682,777681.407364691,673892.134619026,409658.874400896,443707.189665212,289838.305796433,721876.637381158,362903.723848731,472826.925915351,116659.611837399,43581.1657660597,5697.6378753763,0,86161.3599796105,317150.724949597,330401.107126759,242465.284468259,721815.235969072,445450.895525691,285174.308745327,257904.456423696,190794.636066583,190951.547112121,240660.849105791,339862.623929321,194311.960214137,228876.752156472,267683.98579955,629709.303753231,268272.666542253,268276.616148151,781802.671186145,647599.035264553,912765.745785378,575140.396294222
CC36,810309.243518606,545955.090531049,524514.364989759,523669.104553436,224917.696191359,471173.785675867,437577.253279215,622656.625851841,408303.037543533,401524.7040161,586504.152718899,382914.791959022,810152.578277876,850281.965997479,465316.503239662,521750.859428997,490822.653586396,493760.808876219,699100.946000645,596384.226650248,347418.673929134,377119.601397055,244209.041553545,686806.108674834,289125.892545825,389363.858828603,196452.419997321,43678.7232986523,91765.2280365852,86161.3599796105,0,231028.987347174,244314.409194991,322064.532236777,686741.359704899,361381.868733994,365123.816025745,187001.722298632,248240.46391459,248358.040700863,305594.538765617,414771.13031096,191835.000812614,282175.360304868,247941.124382773,565134.47910921,248566.093232629,248570.285704438,733322.671289325,566734.852804113,849457.877113953,581589.2137965
CC37,752850.525673845,546008.233228759,578938.745752658,621798.483266316,126122.643639888,509783.298227509,506987.211743033,493072.15030572,459139.324220463,435100.9082649,781583.959105272,523233.039953715,752678.993535545,656252.267135156,368609.395990138,393095.265170934,368348.903154092,367590.768349892,505910.717873816,411829.267444211,268189.817571872,270616.878278037,266918.604302587,650286.258010189,175148.606591329,183794.491197623,423958.3022286,274429.418063132,322775.367879212,317150.724949597,231028.987347174,0,13633.2509001707,543733.262491172,650216.432563272,143729.956513832,586445.771950077,147183.962520783,447016.645465504,447073.847338863,508697.868540309,627468.054608017,323102.997383178,471811.96009071,321504.995973675,438481.522305787,321949.343833904,321952.326646861,651320.416410182,367049.273746001,710961.841255674,663886.619493076
CC38,754701.028668084,552023.346656745,587504.783397595,632082.351721268,133856.382184391,517934.855762546,516522.349362803,490822.303803696,468138.788596542,443481.361490215,794807.642017771,535268.008125047,754529.031877627,647819.866961866,369836.366386365,391568.419673035,367551.218905062,366493.154442827,497862.033428826,404999.687778175,272140.54849751,272416.42442263,276747.24741921,653758.052763855,178859.087737954,176120.540867091,437505.146647826,287768.047987101,336034.368015694,330401.107126759,244314.409194991,13633.2509001707,0,556035.449957388,653688.181921552,130852.314226746,598688.073491678,152972.960033917,458210.413036174,458264.444210374,519949.615341711,639096.867011718,332166.068886565,482467.835913894,327821.289323376,436787.601702409,328248.97070137,328251.841820327,651884.953505725,358746.842768495,707236.52744192,673403.379277624
CC39,1059051.6399908,772066.924516528,702165.062446773,648311.734414167,544679.071394325,675301.693220724,617883.428281836,924349.977431219,614910.921370674,625352.35500558,505127.220922072,485993.871999997,1058915.34911753,1170603.41747843,761324.019981281,827231.090238315,795528.413193348,799668.78915557,1019850.28302057,916262.202268358,648031.512509198,683974.156961505,520425.842819698,927609.79219926,605333.815106277,711100.653676954,200383.774145708,284424.687395388,237931.899691338,242465.284468259,322064.532236777,543733.262491172,556035.449957388,0,927554.38167952,654634.170783369,43068.6175163339,444134.42354101,126340.450893423,126430.044940982,89346.6297267146,103327.549239046,278428.672290668,137258.847996918,349340.706568057,867895.248687379,349619.890958552,349621.766856104,1003874.13147301,888636.559608249,1148905.42390841,715626.985773402
CC4,132535.661555273,157314.717703401,266846.395896161,376362.020948138,531586.314446809,259978.777269563,326594.22447014,286480.240249975,314786.518040743,302249.605957828,740925.862403552,485747.68161314,132412.956454234,580621.410722287,294388.862383976,319235.006274524,323089.44902834,328982.514156597,513811.468065947,462381.019681278,382140.7270239,384097.211748659,443036.227422098,69.8876650170325,475077.549345681,550922.439693872,727197.098000844,696906.973034617,723446.935270939,721815.235969072,686741.359704899,650216.432563272,653688.181921552,927554.38167952,0,737302.75523229,962814.766522085,772938.892655206,911887.680322235,912052.714582989,955976.513011226,1030592.66591427,876510.011959555,950455.020477327,918119.366738271,294939.963933673,918716.572919043,918720.579262855,140311.778607625,516616.397292982,362845.662113329,336247.083062698
CC40,825030.802061019,653744.641450903,703447.996758982,756029.6722969,253887.19044484,632155.433989039,637546.076177298,532351.033111128,586943.017291884,559474.770686424,925010.097864502,665206.090763986,824857.093985584,620832.169909541,443650.407352733,443168.548987684,426200.05945506,422807.541967053,479881.30095208,405390.413913126,367914.69952027,355006.367372214,400619.626346602,737372.111056404,279187.475305074,195708.138806438,557689.210051323,404913.564372901,451148.192228257,445450.895525691,361381.868733994,143729.956513832,130852.314226746,654634.170783369,737302.75523229,0,696044.365021517,213620.344182692,544788.084309415,544804.941614153,606037.08608309,728137.567513904,400758.449642631,562491.130465829,370556.452788935,485058.503141635,370797.971910098,370799.595080283,713397.808992505,345083.67918329,729862.29333944,793759.391644891
CC41,1094676.31032765,806694.847169875,732746.793157784,674190.434622167,587552.603468076,708665.033042056,649712.932163382,965415.77662391,649131.286099538,660931.75196985,507939.882678358,512969.479825166,1094542.48658463,1213416.44674606,802139.229930139,868749.06481175,837018.189779967,841256.061635247,1062724.26168639,959053.099731916,689454.652660424,725794.346770626,560765.001661114,962869.039327435,647929.41909889,754166.704409368,236350.365968237,327323.057926278,280564.816072109,285174.308745327,365123.816025745,586445.771950077,598688.073491678,43068.6175163339,962814.766522085,696044.365021517,0,484750.556333068,160460.734811628,160517.48566694,111569.842633091,70175.6978896471,314643.945502887,163288.967846557,382500.862695862,909124.342532257,382737.193152617,382738.781507837,1041829.46398421,931658.654489838,1189536.71335002,741590.586217871
CC42,883331.222285192,653223.205630944,662580.553150735,683305.272763893,242841.234515661,599262.583641356,581360.459582961,637575.815597001,541216.31936945,524442.595041021,773456.943025971,557205.909030503,883162.58497014,798803.57318442,504314.860713925,536453.647994814,510163.789121921,510121.26514167,649667.77852895,557919.522801326,394488.058220002,405747.047970293,349987.142380639,773007.919536281,306323.134689508,328784.066295354,374562.21273644,225085.985162017,263329.29749437,257904.456423696,187001.722298632,147183.962520783,152972.960033917,444134.42354101,772938.892655206,213620.344182692,484750.556333068,0,331395.411218045,331407.835167905,392492.489870423,514705.258352168,188711.518854249,348999.566384427,174911.13989715,582032.402738058,175330.695622461,175333.514229336,787591.563903036,510338.520245695,857393.764417992,734816.161130842
CC43,1040196.1582501,761729.070205619,711645.770076839,677057.143706624,471284.550830489,672944.604563935,623877.54466698,870408.369347419,609812.144341381,612998.511059445,596941.305435788,515535.632591416,1040047.9868438,1092867.87790226,711487.502273713,769828.806414576,738781.573602456,741848.713889492,941362.709347717,840376.28257278,594176.977604633,625139.143125596,479833.533926307,911948.384530432,536856.661972355,623918.097378064,217203.127211057,222272.080757509,188731.463320693,190794.636066583,248240.46391459,447016.645465504,458210.413036174,126340.450893423,911887.680322235,544788.084309415,160460.734811628,331395.411218045,0,192.406154607842,61817.7184655766,183350.048310595,154391.72641292,39255.9552610322,223056.304723918,812954.277000444,223328.182632521,223330.011286306,972203.28699678,805880.421017519,1097137.70059904,742711.777214932
CC44,1040357.71026027,761899.422779007,711828.410173461,677247.014985159,471388.789031815,673121.161039727,624059.258456186,870533.833583444,609987.762020939,613169.204571636,597118.117326663,515726.49609141,1040209.52970491,1092954.80353712,711620.285467349,769950.839362989,738904.945981556,741970.570424617,941449.508125001,840468.756294405,594306.826966051,625261.621202917,479982.113329324,912113.422559573,536966.922375776,623992.377989003,217395.276837909,222411.054619666,188891.428604424,190951.547112121,248358.040700863,447073.847338863,458264.444210374,126430.044940982,912052.714582989,544804.941614153,160517.48566694,331407.835167905,192.406154607842,0,61773.9968727376,183332.774893934,154348.719008492,39075.1686877535,222973.303084589,813079.078487683,223244.743281923,223246.569004814,972353.490658654,805960.712256111,1097264.04781087,742900.934142387
CC45,1085593.71252889,803577.069929329,745852.548216329,703060.575261412,529934.364873457,711563.756633425,659077.518448262,925691.629978319,649162.70938508,654989.405388932,589340.383888877,540272.978572032,1085449.25355471,1153035.21418728,765436.46876173,825772.023010355,794511.510469936,797837.852440571,1001554.38697803,900096.781035825,648830.498032921,681103.63873667,530315.334331799,956035.538847568,594719.491737971,684966.965673124,241828.403235646,276173.094946943,237706.739181861,240660.849105791,305594.538765617,508697.868540309,519949.615341711,89346.6297267146,955976.513011226,606037.08608309,111569.842633091,392492.489870423,61817.7184655766,61773.9968727376,0,122445.646640811,211634.856256467,52017.1256255138,273984.481892434,868387.557154178,274173.931091213,274175.206370872,1021559.01069337,866556.907362882,1152167.42267165,769698.195047794
CC46,1162197.58212127,874870.806142815,802536.700199162,744336.831029565,639412.632082536,777503.321263978,719142.884529446,1025164.69691122,717519.213948077,728451.211684055,567488.135109864,583142.500056675,1162061.89036134,1265051.89063444,862608.85931567,927224.054609195,895603.833654821,899524.707519102,1113839.28372755,1011108.57271331,748364.175861708,783355.688945305,622453.084216704,1030647.73670829,701917.675219444,800660.87019745,303414.770702552,380114.595333826,335771.032116969,339862.623929321,414771.13031096,627468.054608017,639096.867011718,103327.549239046,1030592.66591427,728137.567513904,70175.6978896471,514705.258352168,183350.048310595,183332.774893934,122445.646640811,0,333552.995964404,170413.962116994,391990.339954416,968447.710250419,392119.320687208,392120.189178122,1107112.19261014,980635.129435305,1250306.53983146,811736.827925105
CC47,998031.061403674,737604.309438552,713831.676457256,703862.223393309,379957.927996459,662450.235113661,626127.284429953,788687.543835024,599311.826240292,593319.170764685,699246.145206395,552578.479353215,997871.240468814,979210.457076956,639527.391098529,686341.837243933,657061.438796503,658665.663594237,828541.83327824,732237.477465895,522131.753832672,544998.076597771,433501.101146888,876575.672394656,448214.494750261,506496.678234953,287472.659452492,195111.117304553,196808.606252036,194311.960214137,191835.000812614,323102.997383178,332166.068886565,278428.672290668,876510.011959555,400758.449642631,314643.945502887,188711.518854249,154391.72641292,154348.719008492,211634.856256467,333552.995964404,0,163883.899126691,79876.2567005167,731385.695300438,80360.948355654,80364.2063722636,915713.479466019,690000.721292697,1014018.27997372,764834.977034579
CC48,1078491.48863795,800644.828291056,750886.665911839,715673.069281243,503096.547431394,712133.076692983,663130.146793583,904831.967933078,648971.352514189,651936.953691406,626134.5699545,553897.667241713,1078342.57977311,1121811.87678557,746852.61715099,803840.000305442,772974.513842155,775846.154329471,970337.784685529,870245.22201964,629228.831712403,659261.694729688,517006.15574166,950515.996046309,569428.371054285,651161.512688337,255001.152853823,258673.359110781,227046.274826411,228876.752156472,282175.360304868,471811.96009071,482467.835913894,137258.847996918,950455.020477327,562491.130465829,163288.967846557,348999.566384427,39255.9552610322,39075.1686877535,52017.1256255138,170413.962116994,163883.899126691,0,222669.980439189,847307.67169736,222838.925620426,222840.064472025,1009461.25617014,833921.475386659,1131632.91657183,781464.673284412
CC49,1035460.5264714,785579.205131582,772017.423143392,769797.347168079,401924.060784293,716739.845300588,685395.180381406,806754.44656763,654531.798760573,645181.378903855,778733.196754899,622662.91406776,1035296.35212771,972906.720844722,665684.930851802,704774.021521408,677091.411006082,677757.615910578,824251.16052582,732811.923749055,550857.843524371,568359.297781058,478089.440597754,918186.660275718,469112.628548264,503692.150723938,366305.123409229,261109.822953313,270843.732084093,267683.98579955,247941.124382773,321504.995973675,327821.289323376,349340.706568057,918119.366738271,370556.452788935,382500.862695862,174911.13989715,223056.304723918,222973.303084589,273984.481892434,391990.339954416,79876.2567005167,222669.980439189,0,750319.045861442,625.049749049815,629.24276161765,946694.12089957,684898.305493799,1028993.09025848,828913.36166537
CC5,349567.343789688,302075.382904138,420946.333753155,527371.094389622,351452.382319065,362034.173431599,417640.204306967,57580.1859043423,370280.857201361,335839.272984818,853463.948591845,553256.76137537,349396.41437654,357310.899323211,109959.05281823,45596.042969072,74553.031936665,72766.0093919912,243480.06518348,170438.509420226,220117.717587414,188150.71662453,350785.801578761,294999.406055775,283200.119865424,289366.870736528,682141.029636516,592240.316996961,633421.089470013,629709.303753231,565134.47910921,438481.522305787,436787.601702409,867895.248687379,294939.963933673,485058.503141635,909124.342532257,582032.402738058,812954.277000444,813079.078487683,868387.557154178,968447.710250419,731385.695300438,847307.67169736,750319.045861442,0,750837.176411556,750840.652707068,231539.764927781,221680.623267636,284359.308795782,522616.404991295
CC50,1036044.83403078,786191.856968936,772642.134471347,770418.208204588,402469.852443073,717362.012666039,686020.204300451,807267.370346522,655155.01196663,645801.128434489,779251.868460118,623273.307234778,1035880.64747161,973283.818911784,666235.247023757,705291.116495262,677616.326021004,678278.417673648,824644.41209876,733236.902127952,551421.105678284,568901.698700833,478699.202018362,918783.870257256,469649.751232203,504109.087012428,366840.532521401,261724.796501734,271428.624216294,268272.666542253,248566.093232629,321949.343833904,328248.97070137,349619.890958552,918716.572919043,370797.971910098,382737.193152617,175330.695622461,223328.182632521,223244.743281923,274173.931091213,392119.320687208,80360.948355654,222838.925620426,625.049749049815,750837.176411556,0,4.19301242322903,947257.604339985,685291.413405785,1029487.55048887,829536.644140682
CC51,1036048.7538798,786195.96687139,772646.325214376,770422.373144884,402473.514530139,717366.186356242,686024.397139584,807270.811696814,655159.192668231,645805.2859215,779255.348402444,623277.402032125,1035884.56723876,973286.349420905,666238.939129052,705294.585884511,677619.84785374,678281.911933931,824647.05107668,733239.753941979,551424.884635275,568905.337835158,478703.292597659,918787.87662654,469653.355120293,504111.885363723,366844.125173438,261728.922087633,271432.548456501,268276.616148151,248570.285704438,321952.326646861,328251.841820327,349621.766856104,918720.579262855,370799.595080283,382738.781507837,175333.514229336,223330.011286306,223246.569004814,274175.206370872,392120.189178122,80364.2063722636,222840.064472025,629.24276161765,750840.652707068,4.19301242322903,0,947261.384591879,685294.05161799,1029490.86792346,829540.825309434
CC6,121767.083743222,266902.911368373,392110.792340193,505434.368861178,546095.031160634,368034.470133203,436455.688816266,197917.237232119,411408.077460725,389360.076856029,867689.142690793,595798.405076035,121605.804708197,451379.214256076,283413.226912604,270637.064612525,287860.29613356,290757.459706887,405787.731181472,376851.134633163,395836.833528702,382052.055981091,492455.2648527,140321.687558659,481273.166297974,518453.628069146,805827.816138603,751064.804796388,784328.939074984,781802.671186145,733322.671289325,651320.416410182,651884.953505725,1003874.13147301,140311.778607625,713397.808992505,1041829.46398421,787591.563903036,972203.28699678,972353.490658654,1021559.01069337,1107112.19261014,915713.479466019,1009461.25617014,946694.12089957,231539.764927781,947257.604339985,947261.384591879,0,439579.383902347,222535.046813832,471561.93916237
CC66,561139.816492972,506246.512341571,610137.983572547,704564.433636894,345796.810959782,542371.566378115,583906.149124782,241747.836242934,530294.866190107,494327.056628902,989898.77959683,689102.152732374,560975.413184258,289215.273639724,266351.492710667,204235.327338541,214607.649293492,206621.496601785,139353.110509803,67626.5677561948,300633.412565188,257443.091123066,428580.168992081,516675.709655499,293703.283620344,183559.636667925,730843.253197926,604689.26737084,652559.831369524,647599.035264553,566734.852804113,367049.273746001,358746.842768495,888636.559608249,516616.397292982,345083.67918329,931658.654489838,510338.520245695,805880.421017519,805960.712256111,866556.907362882,980635.129435305,690000.721292697,833921.475386659,684898.305493799,221680.623267636,685291.413405785,685294.05161799,439579.383902347,0,395133.110801005,713435.708191963
CC7,302435.127219753,474778.038752161,604201.800523557,718543.11002792,634307.09691656,568632.563092997,635307.266747705,226806.726932694,600534.583053936,572044.748030753,1075247.87411747,789714.224404292,302351.932568219,269197.438380346,387701.340700783,328413.74393251,358821.316768825,356351.271759457,295184.097201553,328772.629966629,503342.510981061,472502.428725389,628850.314524281,362855.781217124,566148.774064281,541389.171083656,958932.688725121,876002.959797657,916315.336451674,912765.745785378,849457.877113953,710961.841255674,707236.52744192,1148905.42390841,362845.662113329,729862.29333944,1189536.71335002,857393.764417992,1097137.70059904,1097264.04781087,1152167.42267165,1250306.53983146,1014018.27997372,1131632.91657183,1028993.09025848,284359.308795782,1029487.55048887,1029490.86792346,222535.046813832,395133.110801005,0,690091.850708407
CC8,451561.248967924,224712.014673785,103333.237292828,67400.1612878854,541045.224373187,172919.954098567,156899.547240444,547442.973940612,207020.385063619,237049.472003439,412810.914438808,229919.219833088,451502.200575637,869808.141573603,447306.043167338,518050.766075785,500576.403205898,508719.03141897,766012.253419878,682527.292155011,446498.635436146,479125.63050125,397078.219940494,336259.337387335,519989.355373045,656918.01208499,528184.771389874,569886.16532038,574102.07625689,575140.396294222,581589.2137965,663886.619493076,673403.379277624,715626.985773402,336247.083062698,793759.391644891,741590.586217871,734816.161130842,742711.777214932,742900.934142387,769698.195047794,811736.827925105,764834.977034579,781464.673284412,828913.36166537,522616.404991295,829536.644140682,829540.825309434,471561.93916237,713435.708191963,690091.850708407,0
